Transaction Amount,Transaction Frequency,Recipient Verification Status,Recipient Blacklist Status,Device Fingerprinting,VPN or Proxy Usage,Geo-Location Flags,Behavioral Biometrics,Time Since Last Transaction,Social Trust Score,Account Age,High-Risk Transaction Times,Past Fraudulent Behavior Flags,Location-Inconsistent Transactions,Normalized Transaction Amount,Transaction Context Anomalies,Fraud Complaints Count,Merchant Category Mismatch,User Daily Limit Exceeded,Recent High-Value Transaction Flags,Label
611.9290553752893,3,verified,0,0,0,unusual,0.4697797822605229,2.0695036867007497,14.717932590603777,1.6079863128104992,0,0,1,0.548941582649132,0.8275318826895468,0,0,1,0,0
27.677846908569336,1,verified,1,0,0,normal,0.789754331111908,24.11762237548828,56.653629302978516,2.7728216648101807,0,0,0,0.453327476978302,0.7602534294128418,1,0,1,0,1
380.01513384106767,5,recently_registered,0,0,0,normal,0.4597924784645159,15.140040691916475,40.322354442621865,3.246769673591264,0,0,0,0.2272284272519751,0.3521436400624484,0,0,0,0,0
372.272177271802,4,recently_registered,0,0,0,normal,0.6153705834614636,14.503426982414029,27.885963178445618,3.4500154989644374,0,0,0,0.3855638545441066,1.1739591252850894,1,0,0,0,1
374.6462536564074,5,recently_registered,0,0,0,high-risk,1.6330985735701569,7.735967053793324,81.66056632817718,4.790466304278368,0,0,0,0.7180182484440993,0.8382501035340302,1,0,0,1,0
286.54063598325564,1,verified,0,0,0,normal,0.2448919841030061,16.087825451926115,96.2404948739427,4.99425258203137,1,0,0,0.6223336076992428,0.919579400926383,1,0,0,0,0
473.4771943088255,2,verified,0,0,0,normal,0.047060429345006,5.436923015060731,6.040568431421944,2.7086288445951934,0,1,0,0.4782632578021445,1.1966581341792308,2,0,0,0,0
540.526123046875,0,recently_registered,0,0,0,normal,0.6442610621452332,14.574780464172363,57.048126220703125,1.795966386795044,0,1,0,0.7022877335548401,1.8118607997894287,-1,1,0,1,1
1352.6837158203125,3,suspicious,-1,0,0,normal,0.7071930170059204,10.664264678955078,30.034854888916016,0.9526519179344177,0,1,1,0.5016687512397766,1.4234520196914673,1,0,0,0,1
343.8266300974378,0,verified,0,0,0,normal,0.5447127424346927,19.305018236064733,87.53781566911192,4.44537771665222,0,0,0,0.7621950766729022,0.1859613161972951,1,0,0,0,0
759.20263671875,5,verified,1,0,0,normal,0.868412435054779,11.94866943359375,33.69075012207031,1.4862525463104248,0,0,-1,0.7774511575698853,0.49240842461586,0,0,0,0,1
364.5406627782476,1,verified,0,0,0,normal,0.4805391304493516,6.080968377076,90.58157022303544,3.021990218815549,0,0,0,0.3225142947497564,1.5497237335162155,0,0,1,1,0
1385.260986328125,1,suspicious,0,0,0,normal,-0.04130108281970024,15.262165069580078,60.523441314697266,2.9101524353027344,0,0,0,0.4366576373577118,0.09754195809364319,0,0,0,0,1
369.0123291015625,4,recently_registered,0,1,0,normal,0.10765939205884933,30.577346801757812,53.342769622802734,0.7461794018745422,0,1,0,0.6174333095550537,0.9355961680412292,-1,0,0,1,1
205.4774163861218,2,recently_registered,1,0,0,normal,0.290424912889734,12.458775399575622,44.827357612310095,0.9297013361724836,0,0,0,0.6876485533056365,0.2159046735110514,0,0,0,0,0
190.566534271786,3,verified,0,0,0,normal,0.7103295232496786,26.15228710319717,7.078205710480212,4.476081730857928,0,0,0,0.2567553891031619,0.6284365601376988,0,0,0,1,0
476.5049758760423,4,verified,0,1,0,high-risk,0.9062003820096654,1.4227306913436075,64.422170591172,4.776528684973207,1,0,0,0.6364627054387157,0.7506178058798773,0,0,0,0,0
469.6282885885006,3,verified,0,0,0,normal,1.184938996461304,29.20236981792824,41.34904706895489,1.0959908934808693,0,0,0,0.5673750408060599,0.902542371366164,0,0,0,1,0
394.9378717006561,1,verified,0,0,0,normal,0.0450255540273071,18.450627536263323,98.58831520681372,0.5748445745375014,0,0,0,0.4727227991789918,0.2272714538179841,1,1,0,1,0
1004.9983520507812,2,suspicious,0,0,0,high-risk,0.4455348253250122,17.14458465576172,44.826297760009766,2.8844974040985107,0,0,0,0.5470482110977173,0.27652499079704285,0,0,0,0,1
676.5811157226562,-1,verified,0,0,0,high-risk,1.2510290145874023,10.925063133239746,59.35261154174805,3.674806833267212,-1,0,0,0.8775613307952881,1.5689882040023804,0,1,1,0,1
572.1072668992043,3,verified,0,0,0,normal,0.2723128096291606,12.606509189617467,8.428867137467844,1.0200094096690917,1,0,0,0.557625109595309,0.9869846202784824,1,0,0,0,0
100.10150164513638,4,verified,0,0,0,normal,0.3126589018008585,7.884917783799683,59.60355313330295,0.2628817131844491,0,0,0,0.5958195294528488,1.7118011353421978,0,0,0,1,0
308.39783909849695,2,recently_registered,0,0,0,normal,0.4902482253615729,24.522554649812765,66.07140409654389,0.0929092655856023,1,0,0,0.4253430377181402,0.031299922095564,1,1,0,0,0
822.1045916217098,0,verified,0,0,0,high-risk,0.6407428184375976,27.142931417006988,16.57992550464462,0.0491830063254988,0,0,0,0.5980222227493142,0.2319332451137192,1,0,0,0,0
59.51089212094152,4,verified,0,0,0,normal,0.768279061815666,6.644798160283568,54.25135440702089,1.390809330178056,0,0,0,0.3136795083081969,1.2482125469448495,1,0,0,0,0
168.19718853419124,3,verified,0,0,0,unusual,0.7942256650062254,19.70216609796189,65.8084667568794,1.3294933549771617,0,0,0,0.4008720837038543,0.6174813822115777,2,1,1,0,0
1112.6724853515625,0,recently_registered,-1,0,0,normal,0.6309378147125244,12.935604095458984,83.64102935791016,3.995084285736084,0,-1,0,0.33899250626564026,0.5264032483100891,0,0,0,0,1
296.5716230417754,1,verified,0,0,0,normal,0.8141101374519781,24.03638817890111,33.255714731649945,3.917554980109319,0,0,0,0.802883918322679,0.5011990375353356,0,0,0,0,0
592.538099357423,3,recently_registered,0,0,0,normal,1.6331061693161528,21.249012411526543,1.2009119691514747,3.9437195179824736,1,0,0,0.508879955861235,1.0365887550678317,1,0,0,0,0
867.0842268049504,5,verified,0,0,0,normal,0.1438935060341498,20.42609457981962,81.02116463131837,0.0564731514443211,0,0,0,0.6000310723160778,0.6536633647885353,1,0,0,1,0
154.05855384253812,2,recently_registered,0,0,0,unusual,0.8910631416244339,4.587311040631023,77.99070003575645,2.7833530176062977,0,0,0,0.6023506768904523,0.4029728887435496,0,0,0,0,0
185.2662038131808,2,recently_registered,0,0,0,normal,0.3261445170472699,16.1648047847421,11.463776154129068,0.338065537904475,0,0,0,0.5409453089284567,0.0931010318010303,0,0,0,0,0
542.1168634826156,1,recently_registered,0,1,1,normal,0.7769962884787792,10.439210255251773,99.05071348385304,4.604998981655015,0,0,0,0.201532041690345,0.3846320092373876,0,0,0,0,0
923.8165283203125,2,verified,1,0,1,high-risk,0.9203931093215942,19.40793800354004,34.30333709716797,3.5208966732025146,0,0,0,0.5327295064926147,1.5504863262176514,0,0,0,0,1
635.194580078125,1,verified,0,0,0,high-risk,1.0925418138504028,2.6201767921447754,82.1811752319336,2.3533432483673096,0,0,0,0.5236666798591614,1.31492280960083,1,1,1,0,1
727.549336280887,1,verified,0,0,1,high-risk,0.1426920781246563,10.442392619894532,66.80302209418153,1.5890310245298784,0,0,0,0.6497268593617938,2.5540419462164814,0,0,0,0,1
172.1634681765263,2,verified,0,0,0,high-risk,0.5706257833113458,21.1197283369035,81.04283401780738,2.6718284010129425,0,0,0,0.4987611508343247,0.6108699075175007,0,0,0,0,0
880.605712890625,5,verified,0,1,0,normal,0.8230212330818176,19.28604507446289,71.54486846923828,3.2648699283599854,1,0,0,0.5081267952919006,0.3090154826641083,1,0,0,0,1
661.4051614296391,3,verified,0,0,0,normal,0.0015032386830851,27.5821137509411,75.9776227304537,1.193809145040633,0,0,1,0.6646486851191081,0.7941315349803318,0,0,1,0,0
-219.2638702392578,4,suspicious,0,0,0,high-risk,0.37899234890937805,21.958234786987305,48.001625061035156,1.7038499116897583,0,1,0,0.5212799906730652,0.7845681309700012,-1,0,0,1,1
835.7643432617188,5,verified,1,0,1,unusual,0.7955084443092346,13.232805252075195,-7.995525360107422,0.9563352465629578,1,0,0,0.448015034198761,2.1900460720062256,2,0,0,1,1
342.9529780130944,4,verified,0,0,0,unusual,0.5117568188601713,25.2853702658741,23.30425184014291,0.6597393047544103,0,0,1,0.5653208538395337,1.00615784800861,1,0,0,1,0
366.8245544433594,1,suspicious,0,0,0,normal,0.2228798121213913,23.909732818603516,56.6988410949707,2.2980005741119385,0,0,0,0.36924779415130615,0.6930833458900452,0,0,0,1,1
67.27950286865234,2,verified,0,0,0,normal,1.1882262229919434,10.902844429016113,26.72816276550293,-0.19211524724960327,0,0,0,0.4791344404220581,1.2092002630233765,0,0,0,1,1
118.89761909378166,4,verified,0,0,0,normal,0.2769462123698754,27.044840095680087,70.92164171399374,0.9296112428038704,0,0,0,0.6984735595985629,2.196148638584411,0,0,0,0,1
577.1552624718473,1,verified,1,0,0,high-risk,0.2485047773835509,17.845075751478447,12.671100812063097,3.334056993149,0,0,0,0.3550974197942824,2.11816540586816,0,1,0,0,0
385.39300537109375,6,verified,1,0,0,high-risk,1.1341770887374878,29.708154678344727,41.89731216430664,1.137341022491455,0,0,0,0.665192723274231,0.00606170017272234,0,0,0,0,1
1458.96484375,2,verified,0,0,0,normal,1.6493406295776367,1.7837270498275757,19.044721603393555,3.400311231613159,0,0,0,0.7775274515151978,0.2697341740131378,2,0,0,0,1
1644.215576171875,3,suspicious,-1,0,1,high-risk,1.0371425151824951,20.680660247802734,31.860204696655273,-0.5678502917289734,1,0,0,0.6063432693481445,0.36667653918266296,1,1,0,0,1
208.40879821777344,4,verified,1,0,0,unusual,0.9012104868888855,11.624088287353516,61.87550735473633,2.786486864089966,0,0,0,0.41564807295799255,0.9180051684379578,1,0,0,0,1
356.4051290008453,1,verified,0,0,0,normal,1.1885787893290152,25.89443979589909,25.395124749076825,3.844693767143574,0,0,0,0.5226861561803515,0.7763013624869104,0,0,0,1,0
586.5849163258492,3,verified,0,0,0,normal,0.2045640608223075,20.04606785279702,61.57136272407699,1.3136018018046691,0,0,0,0.0921819803210814,1.5042748565313275,0,0,0,1,0
952.7386474609375,0,recently_registered,0,0,0,high-risk,0.5664552450180054,23.16805648803711,26.365447998046875,3.3418402671813965,1,0,1,0.186555877327919,0.8381538987159729,1,1,1,0,1
159.84558127920351,3,recently_registered,0,0,0,normal,0.6656062688624294,16.040913197861922,26.193056575084505,1.934511157855524,0,0,0,0.5844527210704153,0.2346138202701541,0,0,0,0,0
877.2903442382812,4,verified,0,0,0,normal,1.1519116163253784,18.756103515625,45.14397048950195,1.4742056131362915,1,0,0,0.614940881729126,0.24833258986473083,0,0,0,0,1
