Transaction Amount,Transaction Frequency,Recipient Verification Status,Recipient Blacklist Status,Device Fingerprinting,VPN or Proxy Usage,Geo-Location Flags,Behavioral Biometrics,Time Since Last Transaction,Social Trust Score,Account Age,High-Risk Transaction Times,Past Fraudulent Behavior Flags,Location-Inconsistent Transactions,Normalized Transaction Amount,Transaction Context Anomalies,Fraud Complaints Count,Merchant Category Mismatch,User Daily Limit Exceeded,Recent High-Value Transaction Flags,Label
188.05653007627728,3,verified,0,0,0,high-risk,0.6959381472836662,22.13518942172948,61.70858026134641,4.755098664640942,0,0,0,0.488411136362884,0.2143936866048146,0,0,0,0,0
959.3469848632812,3,suspicious,0,0,0,normal,1.398722529411316,23.856586456298828,27.537240982055664,6.56337833404541,0,0,0,0.830253005027771,0.6218011379241943,0,0,0,0,1
257.7037658691406,3,suspicious,0,0,0,normal,1.126623272895813,8.478381156921387,74.64041900634766,2.1645853519439697,0,0,0,0.4766146242618561,0.660853385925293,0,0,1,0,1
178.027338139301,5,recently_registered,0,0,0,normal,0.4031721100785034,21.01975305930466,89.62582154693737,4.569867099721266,1,0,0,0.2763409944550949,0.5872801557876912,0,0,1,0,0
110.72535305364734,5,verified,0,1,0,normal,0.711465638280456,12.587759258701997,56.85457089525649,0.4464950531541206,0,0,0,0.2925737684638362,0.9394844038760172,1,0,1,0,0
765.551381891877,3,recently_registered,0,0,0,normal,0.3104073089214146,10.666030283115555,80.72330361833984,0.2518280100099063,0,0,0,0.4919613467897404,0.9532920395324952,2,0,0,0,0
470.0936179221285,4,suspicious,0,0,0,normal,0.6401386466139798,10.154098210195896,15.870272684621078,3.1905910955093426,0,0,0,0.4636019691074955,0.9749804019998568,1,0,0,0,0
22.89184687836961,0,verified,0,0,0,normal,1.4916802969525165,20.488475999152723,9.508980245505873,0.5979637776905566,0,0,0,0.9627560023399192,0.4610727690874022,0,0,0,0,0
498.6671928682416,5,suspicious,0,0,0,normal,0.5364902880534727,3.974808568759376,46.03940231679832,2.1403144568912924,0,0,0,0.6170280203617479,1.3515076622271474,0,0,0,0,0
219.9993133544922,6,verified,0,0,0,normal,1.6565074920654297,18.473974227905273,53.471473693847656,2.233013391494751,0,0,0,0.6206403970718384,0.3393152058124542,1,0,0,0,1
664.717529296875,6,recently_registered,0,0,0,normal,2.2121753692626953,-9.552258491516113,89.8240737915039,2.2755613327026367,0,0,-1,0.8664196133613586,1.032621145248413,0,0,0,0,1
260.6344299316406,2,suspicious,0,0,0,unusual,0.6913872957229614,-4.589636325836182,32.64944839477539,0.4509621262550354,0,0,0,0.03840284049510956,1.4387058019638062,0,0,1,0,1
685.5068611664133,3,recently_registered,0,0,0,normal,0.1489720721323836,27.47271660974484,0.3339591685701415,2.297891493508255,0,0,0,0.7804137516867112,0.7277016406944342,1,0,0,0,0
70.35924530029297,0,suspicious,0,0,0,unusual,0.7495337724685669,-2.854872226715088,33.61202621459961,-0.4924892783164978,0,0,0,0.43235817551612854,0.5435493588447571,-1,0,0,0,1
200.038157245963,1,verified,0,0,1,high-risk,0.0560434256547061,11.72291542633542,36.63884927213273,1.8774037108681791,0,0,0,0.7044622592338062,0.7127916779521696,0,0,0,0,0
632.5809326171875,-1,suspicious,0,0,0,normal,0.6598400473594666,7.228672504425049,47.92566680908203,0.9721744656562805,0,0,0,0.3772800862789154,0.956998884677887,2,0,0,1,1
656.5513916015625,3,verified,0,0,0,normal,0.9588344097137451,20.008806228637695,28.318767547607422,-0.28669995069503784,0,0,0,0.42693930864334106,1.5129667520523071,1,0,0,0,1
342.0357666015625,0,suspicious,0,0,0,normal,2.0370073318481445,-1.4185816049575806,40.525299072265625,2.4575576782226562,0,0,0,0.3004782199859619,1.307816743850708,1,0,1,0,1
-709.2862548828125,2,verified,0,0,0,normal,1.909712553024292,20.391813278198242,17.10419464111328,2.8920273780822754,1,0,0,0.47903892397880554,0.6906811594963074,0,0,0,0,1
115.1627426147461,2,suspicious,0,0,0,unusual,0.7797604203224182,16.5927677154541,36.22761154174805,2.321939468383789,0,0,0,0.3602922558784485,2.054135322570801,0,0,1,1,1
5.009630155306116,4,recently_registered,0,0,0,normal,0.3883502995876485,19.277664628030845,73.51856128051733,2.836965821227526,0,0,1,0.4210370668497487,0.1523628684021921,0,0,1,1,0
727.7103861188934,0,verified,0,0,1,normal,0.1649033723663757,22.520642601739045,81.67661332159103,1.857579154344378,0,0,0,0.5926336638346984,1.9507568995107605,0,0,1,0,0
264.2596050254687,3,verified,0,0,0,normal,0.4066563092202965,17.53668188444277,39.43439265890498,3.937617633922068,0,0,0,0.4326365664516293,0.3719587907658715,0,0,0,0,0
9.31443192498771,4,suspicious,0,0,0,high-risk,0.0972674973176482,10.185684337350985,63.3357582819704,3.545222827575256,1,0,1,0.5075203007031246,0.2271153148961357,1,0,0,0,0
293.1336410608417,1,verified,0,0,0,normal,1.7821017576126332,15.75643079671487,16.346012715995172,3.561187062696308,0,0,0,0.4929953335847009,1.174736959684741,1,0,0,0,0
919.0765303777874,0,recently_registered,0,0,0,normal,0.6984132288859392,3.853044491451898,37.39033964322649,0.8972202830908299,0,0,1,0.5979917154938599,0.928285152656304,0,0,0,0,0
285.44725023205086,2,recently_registered,0,0,0,normal,0.443056088298018,28.012367704880614,97.1358910376405,3.023659079942881,1,0,0,0.4076547483306063,1.0875826011802805,1,0,1,0,0
923.5220947265625,3,verified,0,0,0,high-risk,0.35848379135131836,27.317441940307617,57.048675537109375,2.035693407058716,0,0,0,0.6520127058029175,0.18219539523124695,1,0,-1,0,1
164.0620880126953,2,verified,0,0,0,normal,0.5638329982757568,7.543700218200684,71.46958923339844,-0.7483264803886414,0,0,0,0.1907041221857071,0.6752622127532959,1,0,0,0,1
410.2002026184067,1,recently_registered,0,0,1,normal,0.084426675550511,22.34553161280924,85.21529339126256,1.829553009465428,0,0,1,0.6369641174893048,0.5583761511079331,0,0,0,1,0
502.6299779708968,1,recently_registered,0,0,0,high-risk,0.3649757241735245,13.913565127197078,29.8797050158503,0.4943298009934638,0,0,0,0.5724100721199084,1.1348497560928996,0,0,0,0,1
-586.5267333984375,7,recently_registered,0,0,0,normal,1.1518945693969727,-6.228933811187744,13.044071197509766,2.565711736679077,0,0,0,0.2149456888437271,2.0217435359954834,0,0,0,0,1
37.4445686340332,3,suspicious,0,0,0,high-risk,0.7959432601928711,14.150187492370605,66.55776977539062,1.4756598472595215,0,0,0,0.618026852607727,0.6907135844230652,1,0,0,0,1
64.30801376524717,2,verified,0,0,0,high-risk,0.0157043363392727,28.147557643645115,89.30628138875288,0.0855040097840542,0,0,0,0.71789540284644,0.607812287286975,0,0,1,0,0
484.0673828125,3,verified,0,0,0,normal,0.2887430787086487,16.296733856201172,34.142921447753906,-1.0972843170166016,1,0,0,0.5268110036849976,0.7107484340667725,0,0,0,0,1
229.49488830566406,3,verified,0,0,0,high-risk,1.2320424318313599,10.34498405456543,63.981895446777344,1.2270334959030151,1,0,1,0.2676416039466858,0.8583881855010986,1,0,1,1,1
285.93218994140625,3,verified,0,0,0,high-risk,0.9956195950508118,14.069098472595215,78.23639678955078,3.061947822570801,0,0,0,0.34417614340782166,0.7805100083351135,0,0,0,0,1
289.2049236190386,1,verified,0,0,0,normal,0.1505610964713569,2.806497376651136,31.313689823434387,3.346575241300334,0,0,0,0.3608147553681423,0.3596341050363457,0,0,0,0,0
480.46405029296875,5,verified,0,0,0,normal,0.8475868701934814,17.542625427246094,54.193302154541016,4.789283752441406,0,0,0,0.2716250419616699,1.2733064889907837,1,0,-1,0,1
10.662527084350586,2,suspicious,0,0,0,high-risk,0.952000617980957,7.887013912200928,16.677688598632812,3.229933023452759,0,0,0,0.4235144555568695,0.5391497611999512,0,0,0,0,1
771.1677856445312,3,suspicious,0,0,1,normal,1.0262469053268433,13.370009422302246,60.094993591308594,5.345804214477539,0,0,0,0.7137331366539001,1.2623851299285889,0,0,0,0,1
464.2998962402344,2,verified,0,0,0,high-risk,1.8069826364517212,18.02816390991211,89.7116928100586,4.2723708152771,0,0,0,0.4659004211425781,1.0150213241577148,1,0,0,0,1
-375.69677734375,2,verified,0,0,0,unusual,0.3076166808605194,8.614439964294434,65.03882598876953,2.710486888885498,0,0,0,0.192057266831398,0.26189497113227844,0,0,0,0,1
731.6931762695312,0,verified,0,0,0,normal,0.664531946182251,19.767654418945312,-6.768459320068359,3.2565646171569824,0,0,0,0.41176432371139526,0.34462791681289673,0,0,0,0,1
169.99150415633687,1,verified,0,1,0,normal,1.2493975631586134,13.69919860909649,39.952562294646,3.0411675337895083,0,0,0,0.5582319347983883,1.2003499680590917,1,0,0,0,0
906.1696166992188,4,suspicious,0,0,0,normal,0.5783386826515198,12.41312313079834,45.760948181152344,3.2011702060699463,0,0,0,0.8917447924613953,1.0839533805847168,0,0,0,0,1
1351.5142822265625,3,verified,0,0,0,normal,1.7858541011810303,23.92510414123535,46.6737060546875,3.822118043899536,1,0,0,0.5723198056221008,0.3327716588973999,0,0,1,0,1
333.164121433729,3,verified,0,0,0,normal,0.3540404702214478,8.88209345183546,15.878383062851764,1.867513452886023,0,0,0,0.8360028274782241,1.2062225915402165,0,0,1,0,0
75.36434082277697,3,recently_registered,0,0,0,normal,0.516058169303309,7.776626176913274,65.59926476906274,2.733148117538703,0,0,0,0.3560336355107441,1.4088564805299413,1,0,0,0,0
385.2493896484375,5,suspicious,0,0,0,unusual,1.6911729574203491,7.351909160614014,33.68592834472656,1.593681812286377,1,0,0,0.5539833307266235,1.6282680034637451,0,0,0,0,1
1982.3074951171875,3,verified,0,0,0,normal,1.2654908895492554,7.0259575843811035,56.68583297729492,3.2937095165252686,0,0,0,0.42082345485687256,1.7730406522750854,1,0,0,0,1
1912.406494140625,2,verified,0,0,0,normal,0.522311270236969,8.919960021972656,63.96999740600586,1.7821569442749023,-1,0,0,0.4227420687675476,1.26417076587677,2,0,-1,0,1
328.25736051908035,0,verified,0,0,0,normal,0.1791410538261824,18.277309441645503,94.51015879842458,4.918579592078756,0,0,0,0.7334602165039182,0.3440972855885868,0,0,0,0,0
897.3097040973826,2,recently_registered,0,0,0,normal,0.3735720074665923,16.359716281184483,15.99782480423505,2.261260309857254,0,0,0,0.4674712356954665,0.6836307772855547,0,0,0,0,0
252.8261627103962,2,verified,0,0,0,unusual,1.2491955190441628,28.58937016258777,22.251746119723272,2.875468518156928,0,1,0,0.5813335228526065,1.547183978908898,2,0,0,0,0
165.3322708980008,5,verified,0,1,0,high-risk,0.5663291926369342,27.20977546347321,62.63864883474657,0.6860502582408134,0,0,0,0.9270911754725316,1.5445343383872563,0,0,0,0,0
608.6741322605242,5,verified,0,0,0,normal,0.7160147098866332,22.9703497996758,72.56169293035491,2.26241578486468,0,0,0,0.6800754047318587,0.4903578129620465,1,0,0,1,0
691.1492125683642,6,suspicious,0,0,0,high-risk,1.9310851027886244,26.96748382138077,64.14457633669122,0.9236705293019842,0,0,0,0.2366355963435705,2.1279170262202536,2,0,0,0,0
456.096425207786,2,verified,0,0,0,normal,0.7642357592730431,21.345364695808115,50.91424958317384,3.260916889703171,0,0,0,0.4578284090933258,1.1195731817341226,1,0,0,0,0
-87.75171661376953,1,verified,0,0,0,normal,1.1481167078018188,6.428077220916748,76.4684066772461,1.0969982147216797,0,0,1,0.39860445261001587,1.3775283098220825,0,0,0,0,1
212.7025957557721,3,verified,0,0,0,unusual,0.5425982869311375,29.40245072605577,59.05872078090303,3.411172013076987,0,0,0,0.5471169406847481,1.0966922451680727,2,0,1,0,0
893.8445434570312,2,verified,0,0,0,normal,1.2339141368865967,9.7935152053833,24.333045959472656,3.232348918914795,0,0,0,0.18032996356487274,0.6254543662071228,1,0,0,0,1
2424.131632680117,4,verified,0,0,0,normal,0.5750143969368577,13.58045689137336,63.87579738007637,2.5074014449400943,0,0,0,0.3103701014389081,0.8915764608284958,1,0,0,0,1
1058.2933349609375,3,verified,0,0,0,high-risk,-0.1339230090379715,7.576186180114746,74.66981506347656,-0.4747607111930847,0,0,-1,1.0385633707046509,0.14728346467018127,0,0,1,0,1
560.4691024539328,0,verified,0,0,0,normal,0.8119722254344568,11.965011237237691,24.325147149066407,2.5060662760628185,0,0,1,0.5051411973194074,1.6029826680102313,1,0,1,0,0
43.277330501662846,2,verified,0,0,0,high-risk,1.5497454861665787,26.78046157746445,97.19659319370125,3.872502931442166,0,0,0,0.3029081893922229,0.6028759640317143,0,0,1,0,0
